# 06/10/2019 12:57:34 PM : Volumes - EPEX Spot Market Auction - Austria
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Day Volume
01/08/2019,1560.9,1618.2,1763.1,,1597.9,1535.9,1518.1,1902.0,2103.5,2031.1,2227.0,2833.9,2940.3,3036.1,3317.0,3241.3,2900.5,2921.6,2311.3,2516.8,3075.6,3236.0,2775.7,2575.3,1878.7,57417.8
31/07/2019,1960.5,1851.8,2089.9,,2030.2,2125.7,2103.6,2114.1,3039.9,2654.6,2695.7,2531.9,2343.9,2382.2,2498.3,2605.8,2653.3,2573.5,2560.8,2371.0,3149.9,3415.0,3604.4,3434.0,1782.3,60572.3
30/07/2019,1928.9,2010.2,2036.1,,2147.7,2277.7,1970.8,2490.4,3426.0,3405.5,3033.1,2558.5,2324.5,2098.3,2263.3,2650.0,2699.8,2539.5,2041.3,2529.5,2670.2,3021.4,2802.2,2158.1,1965.5,59048.5
29/07/2019,2532.7,2391.2,2595.2,,2505.1,2457.5,2627.2,2896.6,2912.6,2935.1,3004.2,3072.0,2890.3,2930.5,2711.9,2813.2,2753.6,2952.2,2260.4,2784.9,3741.0,4103.2,3747.5,3200.9,2525.8,69344.8
28/07/2019,3236.0,3424.3,3203.9,,3128.0,3121.1,3135.6,3030.4,3237.3,3309.6,3332.7,3108.6,3270.6,3489.8,3765.1,3941.5,3837.0,3422.4,3014.1,3222.8,3493.9,2942.7,2781.5,2555.6,2807.7,77812.2
27/07/2019,3847.4,3471.9,3465.6,,2995.7,3065.9,3003.7,2937.1,3160.5,3724.3,3691.5,3656.5,3931.1,3939.1,4027.1,3958.9,4062.7,4003.9,4078.9,3522.2,3447.5,3260.1,3312.7,2852.6,2761.8,84178.7
26/07/2019,3542.1,3501.4,3254.2,,3309.3,3386.3,3781.8,3894.9,3482.7,2936.3,2997.3,3040.2,3610.6,3425.1,3433.9,4082.4,3775.6,3806.1,3570.9,3006.6,2612.7,2656.1,3266.1,3229.3,2956.5,80558.4
25/07/2019,3147.1,2532.3,2703.5,,2873.8,3041.8,2704.6,3419.2,2750.0,2551.1,2743.3,3210.4,3576.8,3496.0,3740.6,3885.0,3820.2,3834.6,2843.1,2433.2,2443.1,2513.9,2806.2,3117.8,3368.6,73556.2
24/07/2019,2942.4,3001.4,3515.8,,3150.6,3344.0,3683.6,3572.8,3145.5,3074.3,3251.2,3629.6,3946.3,3706.0,3743.7,3736.5,3777.2,3642.8,3091.3,2796.8,2426.2,2525.9,2535.8,2480.1,2671.0,77390.8
23/07/2019,3273.9,3181.9,2859.6,,2897.0,2748.4,2859.8,2656.3,3210.2,2656.1,3115.9,3872.5,4342.7,4185.6,4224.8,4218.4,4219.1,3985.3,2706.9,2346.5,1994.8,2271.8,2468.1,2179.9,2790.7,75266.2
