# 30/12/2019 12:57:19 PM : Volumes - EPEX Spot Market Auction - Germany/Luxembourg
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Day Volume
15/11/2019,23555.8,23928.3,23972.3,,24197.3,23369.1,23499.9,24641.0,24533.7,24875.9,25865.2,26444.6,25753.0,26250.4,25396.2,23999.4,23883.3,23987.8,22309.8,21865.7,22428.1,20386.3,19381.5,19746.4,21113.4,565384.4
14/11/2019,20968.2,21717.9,21682.6,,20195.7,19876.9,20108.5,21433.6,23237.9,23765.1,25928.2,27394.4,27969.2,28040.2,26702.1,24486.4,22147.9,21805.0,23236.4,23288.3,23332.2,24532.6,23105.9,23557.7,25176.9,563689.8
13/11/2019,18720.4,18940.2,19471.0,,18892.3,19067.5,20620.1,21587.5,21631.5,24406.3,24956.4,24578.9,24236.7,23756.3,23504.0,22751.3,22294.8,22688.9,22320.8,22041.1,22754.9,20266.7,19089.1,19860.7,19394.6,517832.0
12/11/2019,20485.9,20791.2,21154.8,,20775.1,20804.3,21966.3,22894.0,23617.0,24168.3,24681.5,25577.0,25887.2,25552.7,24251.6,22538.5,21100.6,20914.1,20483.0,20676.1,20726.4,20684.2,19527.3,19139.0,19347.6,527743.7
11/11/2019,21056.2,21405.1,20977.5,,20195.1,18847.3,18504.2,19172.7,21239.7,20953.4,22477.9,23758.2,24041.4,24371.9,22956.8,21491.1,21030.6,20330.1,20933.5,22424.2,23293.1,24462.8,23609.8,23795.7,24788.1,526116.4
10/11/2019,21152.4,22421.5,22863.3,,22515.4,22072.5,22954.5,23529.5,23000.2,22074.1,23696.6,25109.3,26232.6,26593.0,25293.8,24113.3,20195.7,19064.2,18595.0,17708.2,18218.9,19306.9,19298.0,18823.9,20478.4,525311.2
09/11/2019,19212.1,19633.5,20777.4,,21141.6,20606.4,20050.0,20207.1,19692.0,18438.9,19303.9,19531.4,20179.1,21045.9,21809.4,21092.5,18921.6,17128.5,17657.5,17870.3,19273.6,19269.2,18888.9,19570.8,21453.9,472755.5
08/11/2019,21024.3,21146.8,21284.7,,20427.7,19131.6,18516.3,20569.2,22278.9,20536.7,22514.8,22661.3,23199.8,24336.3,24542.3,23634.9,23220.8,21702.9,22321.1,22989.7,22376.8,23394.2,22138.5,19804.4,19709.2,523463.2
07/11/2019,20468.3,21177.8,22177.4,,22076.1,21836.3,22723.9,21664.0,24251.4,23691.5,23544.5,23767.6,24161.6,24257.3,23818.4,23112.5,22397.5,21724.2,23035.5,23227.2,22527.7,23233.6,22323.5,22742.1,22219.8,546159.7
06/11/2019,21696.0,21245.2,21633.5,,21367.4,21819.5,21432.7,22528.5,25338.3,23815.4,24411.0,24174.7,25373.4,25806.1,25338.1,24334.0,23332.6,23316.1,23840.3,23101.2,23989.8,24389.3,22438.7,22521.3,22297.6,559540.7
05/11/2019,20322.7,20978.7,21553.3,,21901.6,21044.3,19065.5,17879.8,21580.6,21848.5,23962.2,24245.9,24763.8,24316.4,23866.3,23118.9,22169.6,21952.0,22711.1,21328.3,21639.9,21848.8,20087.3,18637.9,19992.0,520815.4
04/11/2019,21331.1,22240.0,22860.0,,23161.7,22694.1,20955.9,20985.2,22897.6,22716.4,22969.4,22644.8,23089.5,23695.4,24003.3,23698.9,23379.5,23454.5,23012.5,22204.2,22677.5,20421.1,17961.4,19067.8,20672.7,532794.5
03/11/2019,26659.8,25996.0,26128.0,,25500.2,24244.4,23438.6,22146.3,21359.2,20197.2,18860.2,19173.4,20882.2,21574.8,20847.6,19687.0,19355.0,19705.4,21676.9,20341.9,19461.3,18279.5,18836.1,19527.7,21514.0,515392.7
02/11/2019,24219.9,23387.4,23710.1,,23407.5,23132.2,22971.2,23053.6,22241.6,22095.2,22909.1,24158.2,24672.2,24783.6,24631.1,23557.2,21042.1,19985.2,19138.5,20242.7,21780.8,23493.4,23346.0,23914.6,25007.3,550880.7
01/11/2019,19827.6,19616.5,19534.2,,19533.1,19149.7,18574.7,18109.8,18159.6,22200.9,23826.8,23923.8,23447.0,23551.2,22318.0,21691.1,22307.6,22030.6,22138.9,22282.4,22628.6,21840.3,22594.2,23465.2,23843.1,516594.9
31/10/2019,19847.9,19364.1,19924.4,,19808.7,20425.0,19364.1,20043.3,22577.2,24853.8,28626.2,30212.0,30777.4,30660.2,29835.2,28589.8,26971.6,24273.1,23595.7,23916.1,22910.0,21442.3,18191.2,18737.1,20038.6,564985.0
30/10/2019,18246.5,17935.8,17741.2,,18065.7,18728.5,18923.9,19601.4,21555.2,21161.9,22959.7,25130.0,25538.6,25598.5,24356.0,22830.5,22542.8,22669.9,22772.4,20669.2,19625.6,18952.0,18862.2,18276.4,18015.3,500759.2
29/10/2019,21070.3,20783.3,20047.6,,19818.9,18885.9,18384.5,19721.4,21920.7,22534.4,24545.3,24981.9,25543.8,26064.5,25534.5,24375.1,24384.7,23498.3,23235.7,21703.8,20378.5,20537.5,19768.5,20634.2,20147.6,528500.9
28/10/2019,21776.9,21950.8,22195.2,,22116.9,21706.8,21513.0,19599.9,22679.8,22812.8,23887.0,25373.6,26197.1,26130.8,25004.6,23227.7,21608.4,20936.4,20502.7,20722.9,20515.4,20928.2,19978.0,19498.0,19453.3,530316.2
27/10/2019,29525.8,29765.8,30601.0,30792.2,30512.1,29247.0,28741.8,28218.5,26998.4,28241.3,30327.7,30872.1,31230.4,30650.2,29222.3,26552.1,22839.5,20349.2,20952.0,21272.8,21035.3,22943.4,22995.3,22511.4,23710.7,670108.3
26/10/2019,22541.9,23940.0,24451.1,,24561.9,24089.6,23997.3,24629.3,22968.7,23540.9,26402.9,28014.7,28493.7,30267.2,31861.9,31508.0,29240.0,25326.6,23481.6,23697.6,24671.2,25929.9,25814.4,25112.6,26670.4,621213.4
25/10/2019,22538.8,23559.5,23172.2,,22530.1,22319.2,21385.4,18581.4,19152.4,19701.7,21883.1,24548.6,26006.9,27783.4,28066.5,26816.9,23570.7,21603.1,19837.0,19600.4,19265.5,18771.9,18793.7,20079.3,21128.7,530696.4
24/10/2019,19787.3,19131.0,19643.6,,19312.4,19440.7,18277.4,17077.1,18211.7,19175.7,19624.1,21097.8,23639.1,25400.2,25226.8,24305.0,23783.2,21408.4,21148.7,18811.2,18708.2,19246.9,18992.3,19979.2,22170.8,493598.8
