# 30/12/2020 11:32:30 AM: Volumes - EPEX Spot Market Auction - germany_luxembourg
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Total Volume
24/09/2020,19326.3,20117.6,21569.2,,22398.8,21950.2,21103.1,20475.4,22973.5,23123,23208.8,24061.6,25226.7,26277,26983.6,27029.8,25558.7,23683.8,24344.4,24638.5,24335.7,24340.7,23180.5,20261.8,19011.3,555180
23/09/2020,19101.8,18670.3,19011,,18861.2,19279.7,19493.6,22453.3,26139,25489.2,27158.5,27275.2,27403.1,26608.3,26724.9,26283.4,26826.6,26445.5,24985.5,24657.6,24172.8,24744.4,21938.6,19687.1,19913.8,563324.4
22/09/2020,19636.1,19312.1,19753.7,,19254,19134.6,19624.9,22865.1,26399.4,25560.6,24968.6,27340.9,29841.1,31314.6,31740.4,30883.8,29109.7,28048.2,26362.4,26606.8,26815.1,25975,23242.5,21199.4,21072.5,596061.5
21/09/2020,18347.6,18941,18603.2,,18686.7,18248.5,18769.2,21445.9,24755.5,25419.3,26081.5,29289.9,32194.2,34095.8,34283.4,33401.1,31054.1,27556.8,27024.3,26043.7,25391.7,24876.3,22438,21744.2,20130.8,598822.7
20/09/2020,16969,17843.8,18075.2,,17879.6,16995.3,17264.8,17130,17542.2,18994.2,21347.1,25099.1,27683,29793.7,30617.4,30019.3,27401.7,23530.2,19811,19055.7,19085.8,18234.6,17899.5,18463.4,18490.4,505226
19/09/2020,17861.7,17901.8,17556.5,,18347,18833.8,18859.3,19166.5,19035.1,19663.1,22179.9,26290.5,29072.9,30653.9,30802.5,29991.7,27710.4,23621.7,20065.6,20183.6,20127.9,18936.9,17884.3,17559.9,18014.5,520321
18/09/2020,17464.1,17739.1,17884.2,,18022.6,18267.3,17627,20117.9,22529.5,22828.8,23243.4,26607.6,29590.7,31526.8,32730.4,32734.9,30450.4,27178.9,24884.6,24178.2,24045,21371.9,20131.9,19396.9,19024.1,559576.2
17/09/2020,19010.9,19631.7,19646.1,,19528.4,19471.5,18347.9,21604,22954.7,22810.4,24098.1,25506.9,27571.2,29535.5,29420.2,28532.1,27058.6,25285.5,24321.2,23160.9,22876.3,22656,21790.1,19190.8,17922.8,551931.8
16/09/2020,17232.3,17186.5,18089.6,,18694.4,18334.8,18038.1,19717.5,22483.3,24668.3,24909.1,26006.6,27141.7,28078.6,27135.3,26095.8,24721.7,23749.8,23186.6,22508,22324.5,19724,18919.7,17294.5,17005.1,523245.8
15/09/2020,16113.3,16742.6,16974.4,,17199.1,16486.3,16538.1,18763.6,20151.9,21507.4,24298.5,27563.9,29927.2,30311.8,30503.1,29226.7,27113.8,23970,21857.4,21328.1,20896.5,18965.9,18073.1,16510.5,15570.8,516594
14/09/2020,17718.8,17810.2,18500.2,,18730.4,18497.8,19007.5,20049.1,21629.1,24059.6,25845.7,29214.5,31614.5,32606.8,33208.9,31362,28498.3,25937.9,24259.5,23330.3,23157.3,20493.6,18835.8,18605.7,17676.5,560650
13/09/2020,17959.9,18606.6,18491,,18644.8,19049,19489.6,19098.6,18312.7,19645.8,24455.7,29909.9,33483.9,35099.4,35248.4,33906.4,31599.2,26822.1,21465.6,17968.9,18067,16592,16476.8,16590.7,16370.8,543354.8
12/09/2020,16959.6,17528.4,17485.4,,18627.1,18690.6,18620.9,17288.3,17696.3,19540.7,22183.8,26615.1,30683.1,33293,33944.6,32391.9,30234.1,26009.6,21005.9,18994.3,18843.5,17742.2,16997.1,17176.6,16846.5,525398.6
11/09/2020,15889.3,15569.3,16235.1,,16899.8,16538.6,15694.2,17370.8,19014.2,21099.2,23528.5,25811.9,27809.4,28425.5,28562.5,27753.7,25239.7,23722.8,22715.2,20911.4,20964.1,18018.1,17011.4,16759.2,16349.7,497893.6
10/09/2020,19315.8,19955.8,19198.8,,18528.6,17781.6,16794.3,18041.5,20049.6,20898.3,21733.2,23185.5,25436.2,26454.7,26856.7,26286.5,24835.5,24691.4,22025.5,21337.4,22071.7,20044.9,18931.5,18560.3,18135.5,511150.8
09/09/2020,17379.3,17087.2,18621,,19051.7,18807.9,18013.8,19538.3,20172.6,21041,22383.7,24290.1,26714.9,28270.9,28723,27261.9,25180.1,22973,21851.3,21921.7,21419.5,19450.4,18343,17512.1,18308,514316.4
08/09/2020,20522.1,21589.3,22611.1,,22958.5,23142.9,21114.4,21384.7,21450.8,22289.3,22961.6,25911.2,28777.5,28814.6,29056.1,27623.4,25763.6,22886.1,22283.4,21638,22326.3,20911.4,20490.6,19608.8,18935.7,555051.4
07/09/2020,18591.3,19287.1,19746.5,,20014.5,19938.6,19003.8,20434.1,20797,22400.8,25643.6,28291.2,30304.4,30869,30937.7,29537.8,27622,24486.1,24362.9,24287.1,24359.2,21693.5,21024.9,19812.8,19420.5,562866.4
06/09/2020,14849.7,15235.5,15288,,15518.9,15629,15491.4,15358.6,15488.3,18165.5,20204.3,23127.2,24552.4,25940.1,24355.3,22842.9,21497,20065,18541.1,17300.1,17644,17290.1,16664.5,15911.7,15729.4,442690
05/09/2020,17330,17241.5,16628,,17074.9,16913.5,16703.6,15629.9,16078.9,17489.6,19544,22464.6,23864.6,25942.1,26684.9,26096,24765.4,21806.5,18199.9,17043.2,17461.1,16707.3,15514,15731.1,15360.9,458275.5
04/09/2020,19766.8,20202.1,20122.6,,19277,18664.7,17475.3,17469.9,20699,21319.4,22792.6,23629.2,24954.4,26246.1,27576.6,27078,25691.7,23172.7,19281.2,19033.3,18774.9,17582.8,16870,17054.7,15678.3,500413.3
03/09/2020,17210.5,17754.8,17425.5,,16803,16362.9,16266.5,17535.3,19876.2,22972.1,26422.3,27913.5,29392.7,29584,28938.3,27252.9,25903.8,22834.5,21190.2,20775.5,21874.6,18554.3,18149.5,18181.6,19064.5,518239
02/09/2020,16521.4,16707,16929.9,,17525,17438,17657.1,17286,19630.8,21104.9,20749.1,23045.2,25363.9,26291.8,26058.1,25162.1,23423.7,21551.1,20567.8,19612,20381.8,17784.1,17255.5,16342,15494.2,479882.5
01/09/2020,15500.4,16350.7,16119.5,,16241.4,16681.3,15640.1,15833.4,17357,19089.1,19700,20911.4,21794.4,21656.8,21885,21519,20707.6,20920.9,19169.5,18661.2,18576.4,16843.1,15926.8,15569.4,15612.5,438266.9
31/08/2020,19144.6,20035,19133,,19289.7,19127.4,18564.4,18833.2,20663.3,21593.2,22793.9,23096.6,24087.8,25178,25040.7,24850.2,23656.5,23432.7,23421,22417.5,23105.6,21126.2,20079.2,19343.2,18545.2,516558.1
30/08/2020,16390.8,17160,17717.7,,17288.2,17306.1,17090.8,17048.9,17222.5,18780.7,18929.9,19289.7,19839.6,20859.5,21193.3,21662.1,21402.3,21161.8,20260.4,19545.4,19460.7,18096.9,17633.6,18730.5,18420.3,452491.7
29/08/2020,16518.2,17286.5,16950.1,,17879,17791.5,17613.4,17861.7,16672.3,19535,20306.3,22637.2,23852.8,24171,24033.6,22710,21915.5,21195.8,19707.2,18750.8,19220.7,18350,16470.6,17155.6,16875.8,465460.6
28/08/2020,19013.8,18869,19871.7,,20076.5,19872.1,19720.2,19460.1,21115,20572,21030.2,21900.4,23028.1,23977.1,24170.6,23547.9,21400.9,21587.8,21066.4,20077.8,19653.6,19221.3,18757,18947.1,18186,495122.6
27/08/2020,23320.6,23295.2,22772.6,,22339.3,22169.7,20296.1,20393.1,20441.2,22730.8,26240.3,27917.7,28948.2,29102.8,28951.5,27803.6,26186.2,24054.1,23145.5,24688.2,24505.2,22166.1,21978.8,21076.6,20034.2,574557.6
26/08/2020,21988.2,22450.6,22036.5,,21743.8,21730.7,21883.7,22339,24685.7,27509.2,27748.4,30308.4,30596.4,31168.7,31398.2,31051.4,29872.4,28385.2,28043.3,26870.2,25761.4,23605.3,23035.9,22012.7,21985.4,618210.7
25/08/2020,16710.9,16751.4,17353.7,,17855.1,18251.5,18169.6,19885.6,20462.5,24232.4,24602.8,25208.2,26880.9,27453.1,26622.6,25965.4,24618.3,24783.3,24324.8,23951.5,23845.6,20775.6,21265.4,21174.5,22262.2,533406.9
24/08/2020,19267,19820.3,20410.2,,20774.9,21214.2,20240.9,20830.7,22281.3,24226.3,24629.5,26565.5,28406.3,29467.8,29394.4,28745.7,27341.6,25568.4,24615.2,23855.7,23990.9,21685.2,21396.7,19568.1,19220.5,563517.3
23/08/2020,19394.9,20704,20878.2,,21173.2,20990.9,20747.2,20269,20911.4,21540.5,25036.8,29089.4,31577.8,33996.6,34016.4,33457.4,31839.7,27723.6,23571,19833.6,19812.9,19497.3,19085.2,18632.3,18037.1,571816.4
22/08/2020,16154.8,16214.7,17751.5,,17652.8,17681.3,17878,18458.5,18541.1,19773.5,20963.5,22336.9,23493.4,24379,25233.7,25568.4,24849.3,22883,22118.5,21538.5,19508.7,17078.8,16992.9,16486.8,16589.7,480127.3
21/08/2020,15082.6,17005.8,18964.4,,20248.3,20412.8,19273.9,19525.9,21363.2,24496.3,25038.1,26651.9,27895.8,28539.5,28627.8,28423.8,27195.1,26188.4,25606.1,25193.1,24671.2,20911.6,20073.5,18886.1,18199.7,548474.9
20/08/2020,17170.9,18044.5,18814,,19876.1,20255.1,18759.3,18784.6,20492.8,21324.7,21748.7,22430,25053.7,27328.5,27720.6,26712.3,24836.4,22755,22183.2,21429.4,20869,19501.3,17951.8,16725.9,16318.7,507086.5
19/08/2020,16027.7,15933.8,16941.3,,17161.9,17261.1,16922.1,18957.2,20650.3,22214.4,23236.2,25231,27663.8,28436.3,29066.7,27312.3,25264,22940.1,22447,21492.5,21353.2,19483.3,18947.6,17217.4,16431.3,508592.5
18/08/2020,16678.7,16931.1,16592.7,,16960.5,16366.1,16738.2,17781.5,19299.1,20942.1,21633.4,22385.4,23914.6,25355.6,24899.6,24114.3,22246.7,20536.4,20376.3,19774.9,19358.6,18416.9,17312.7,15900.4,16168.2,470684
17/08/2020,15755.5,16558.4,17083.8,,17242.6,17161.7,16474.4,16979.4,18898.6,19949.1,20446.4,22792.9,24665.8,26013.2,25495.3,24567.3,23198.9,21744.7,20635.3,20034.7,19595.1,18094.9,17380.2,16176.7,16584.9,473529.8
16/08/2020,17276.7,18549.2,18576.2,,18598.9,18627.2,18295.2,18209.2,18198.3,18823.3,20942.7,25487.2,28768.5,30884.4,31196.5,29697.1,27433.8,23749.1,20556.6,18759.8,18649.7,17975,17644.3,17289.9,17160.9,511349.7
15/08/2020,14441,14877.4,15400.1,,15042.4,15139.1,14985.3,15670.3,16205.9,18123.9,18261.1,19246.4,21565.8,23223.9,23564.7,23341.9,21976,19738.4,17985.9,18034.8,17469.5,15902.4,15025.6,14454.4,14989.2,424665.4
14/08/2020,16938.5,16676.8,16631.9,,16704.9,17168.7,16804.8,17374.8,19322.5,19388.4,19777.5,20335,20736.5,21345.7,21163,21106.6,20683.3,20179,19697.4,19647.9,19552.1,18852.4,18027.1,17082.6,16141.7,451339.1
13/08/2020,17852.8,18702.1,18313,,17780.8,17748.9,17801.1,18649.2,20971.9,22274.2,22056.3,23416.6,24877.7,25375.6,25038.7,24322.9,23067.6,22465.8,22052.4,21718.5,21546.6,19867.8,18785,17645.9,16978.2,499309.6
12/08/2020,19519.9,18982.2,19620.3,,19136.6,18752.9,18270.7,19387.7,21259.1,23336.4,24953.4,28257.8,31086.6,32252.9,32444.7,31124.5,28846.4,25964.1,24256,23014.4,22626.2,20308.3,19419.5,19652.4,19457.9,561930.9
11/08/2020,17751.1,18426.6,18223.4,,18382.6,17979.1,17897.8,18310.3,19070.1,21499.5,23066.6,25999.9,29176.9,30738.4,30771.8,29400.1,27257.1,24333.6,21975.7,20100,19163.3,18375.3,17882.7,16729.5,17975.7,520487.1
10/08/2020,17516.8,17768.3,17639.8,,18041,17937.7,17594.6,18251,20078.1,23841.7,25441.3,27948.7,30340.4,31441.4,31136.8,30245.9,28696.3,26632.7,23864.6,21594.3,20871.2,18992.1,18261.9,17842.9,17565.1,539544.6
09/08/2020,16188.3,16668.4,16785.2,,16800.3,17164.3,17643.7,18415.3,18240.7,19738.5,23215.9,27353.6,29966.5,31449.6,31455.8,30061.9,27498.5,24204.7,20929,18487.8,17235.7,15966.7,16844.7,17514.5,16800.2,506629.8
08/08/2020,16244.1,16071.7,16437.9,,17590.9,17668.5,17724.2,16954.3,17024.1,19837.7,23449.5,26775,29837.3,31115.8,30904.1,29590.1,27908.6,25636.2,22045.5,19345.3,18387.8,16983.2,16452.2,16574.6,16526.8,507085.4
07/08/2020,16975.9,16515,17631.1,,17423.1,17861,16640.8,18040.4,20675.5,22386,24405.8,27726.1,29894.7,31400.7,31875.5,31050.4,29203.5,25776,22700.5,21671.7,21527.2,18981.9,18986.3,19284.3,18283.2,536916.6
06/08/2020,17476.4,18986.1,20082.6,,19566.3,18643,16695.7,16423.5,19177.2,22079.4,22275.6,24640.5,26951.8,28872.3,29297.9,28526,26316.3,24470.3,23404.6,22957,22671.2,19635.4,18421.7,17775,16819.5,522165.3
05/08/2020,19642.6,20379.2,22542.2,,23904,23985.4,22781,22613,22065.3,25926.2,26786.6,27570.4,28335.8,29866.3,30035.4,28632.8,28709.2,27105.5,25469,26369,26720.8,22779.1,21132.2,19811.5,19425.3,592587.8
04/08/2020,18144.3,18071.4,18189.9,,19390.1,19034.3,18094.9,18627.6,19905.5,23614.8,23631.9,24678,25371.1,25723.5,25817,26393.8,26111.7,25381.4,24250.6,23392.6,22910.6,20772.8,20018.8,19872.7,18731.1,526130.4
03/08/2020,17390.8,18050,18775.1,,19391.4,18850.3,17538.6,18448.5,20780.9,22608.2,22825,24134.7,25395.9,25496.1,25755,25925.9,25723.6,24824.8,23601.2,23707.4,22940.4,21370.1,20649.1,19338.7,17970.2,521491.9
02/08/2020,17708.5,17724.1,17234.6,,18375.1,18710.4,18888.3,19063.7,19304.2,20294.7,21067.4,21286.6,21384.1,21406.4,21955.2,21609,21442.1,21543.9,19841.4,19076.2,19836.5,19740.2,19647.6,19410.8,18632,475183
01/08/2020,18158.6,19177.8,19377.8,,19284.9,19017.3,18841,17616.4,18340.2,20173.6,22361.2,25886.2,28054.9,28241.8,28095.4,26666.2,24144.7,21504.6,20952.6,20672.4,20223.6,19085.1,18576,17594.1,17940.8,509987.2
31/07/2020,16827.9,18214.9,18256.7,,18037.5,18003.6,17780.3,18416.5,20775.7,24928.4,25801,27343.9,29999.7,31764.3,32347.1,31568.3,29745.2,28410.9,27174.9,26084.4,25033.8,20103.5,20390,19248.6,19354.7,565611.8
30/07/2020,18052.7,18307.5,18829.9,,19078.9,19356,18621.5,19762,21017.3,24653.3,25589.2,26676,28306.3,29783.7,29746.3,29456.4,27635.2,26301,25939.8,24863.1,24646.6,20410.8,20333.7,19820.6,18171.6,555359.4
29/07/2020,23292.3,24215.1,23989,,24713.7,23980.8,23226.9,24246.9,25699,29233.1,30588.7,32336.6,32374.8,33350.2,34029.3,33385.8,31678.9,30331.6,29624.3,27084.9,26859.3,23027.7,23177.1,22411.7,21605.3,654463
28/07/2020,22167.4,24175.8,23888.2,,24050.8,23342.4,23126.1,21724.3,21313,26361.7,26324.4,28977.3,29998.5,30951.8,31018.8,30196.4,30120.6,29321.9,28473.1,27509.2,25178,20155.7,19573.1,19150,18990.4,606088.9
27/07/2020,20379.4,21006.6,22161.2,,22101.5,22230.3,21561.6,21731.4,23513.6,27276.7,28035.5,28816.4,30499.5,30376.2,29891.4,29899.5,29829.4,29673.5,28225.7,27853.4,26409.1,22890.3,22501.8,21806.9,23419.6,612090.5
26/07/2020,19468.4,19699.2,19789.5,,20269.8,20898.1,20807.6,20746.5,20494.4,21257.1,21870.3,23530,26324.3,28682.5,30347.7,29928.4,29044.9,26546.2,22179.4,21737.8,20526.9,20143.5,20041.8,19865.7,20525.8,544725.8
25/07/2020,19010.3,19754.8,19437.4,,20321.3,20649.4,20642.4,19862.4,19993.8,22068,24028.2,24827.9,25923.1,27341.9,27702.4,26764.3,24917.7,24401.7,22913.1,22384.6,21343.5,19304.7,18917.6,18823.1,20754.3,532087.9
24/07/2020,18666.2,20341.5,21827,,22330.7,22427.2,20623,20273.8,21212.1,23501.3,24219.4,25354.6,26407.2,26923.1,27494.4,27680.6,28479.8,27383.6,25165.6,24381.5,23599.6,20618.5,20712,21251.4,20643.2,561517.3
23/07/2020,18368.5,19007.9,19503.2,,19426.4,19478.7,18906.6,20503.4,23204.4,26751.2,27690,28600.3,29979.7,30177.3,29892.4,29216.6,28794.5,27665.9,26527.5,25464.5,25060.9,21647.3,21074.7,19728.6,19601.7,576272.2
22/07/2020,17031.2,18105.1,18438.5,,18255.5,18187.8,17416.5,20326.4,21321.6,26086.9,27538.9,28438.7,29300.2,30319.3,29974.3,29604.3,28907.5,28541.5,27399.2,26159.9,25567,20910.5,19806.3,19075.5,18629.4,565342
21/07/2020,19088.8,19689.9,20148.9,,20258.5,20543.2,19252.4,20990.6,22295.1,26748.8,27581.2,28514.2,29606.7,31354.2,31026.6,31112.8,30857.4,28828,26561.9,26012.5,24675.6,20890.9,20348.7,19935.3,18782,585104.2
20/07/2020,17470.4,18377.7,19129.9,,20193.6,19865.6,18290.6,18921,21747.6,25814.7,25702.5,27117.5,28684.5,30048.6,30374.1,30602.1,29404.3,28170.8,26730.2,25699.3,25375.7,21322.8,20998.8,19748.2,18545.4,568335.9
19/07/2020,16455.7,18439.8,18790.9,,18769.8,19218.6,19054.8,19233.1,19861.8,21332.2,22805.7,26045.8,27704.8,28515.1,28527.4,27405.7,25676.7,24339.9,21998.8,20503.6,19544.4,18234.2,18238.7,17948.4,17368.2,516014.1
18/07/2020,16525.6,17930,17518.3,,19037.1,19058,19191.2,19449.3,19060.7,21197.8,23294.8,26522.2,28085.7,28457.5,28009.9,26760.5,25036.2,23631.2,20591.3,19105.6,19111.6,18069.4,16947.7,16492.8,16659.1,505743.5
17/07/2020,18338,18791.2,19203.7,,18526.7,18738.5,18875.4,18544.8,21670.4,24448.6,24503.8,24512.3,25816.4,25717.5,25861.4,25368.1,25122.4,25240.1,24981.5,24445,24433.4,21037.6,19867.2,18851,17608.8,530503.8
16/07/2020,17969.1,18034.6,18243.1,,19882.5,19324.9,18755,20077.5,22239,25121.7,26443.3,26211.2,26398.1,25974.2,25917.3,26195.7,25635.2,25710.2,25501.9,25938.3,25550.7,21852.7,21322.6,20204.8,18520.6,547024.2
15/07/2020,17855.7,17931.1,18027.1,,18868.6,18902.1,19133.2,20968.7,23445.5,26477.8,27230.7,27987,28611.1,28244.4,28177.7,28092.1,27845.4,27591.4,27126,26987.8,26620.2,23150.6,22159.8,21515.6,19974,572923.6
14/07/2020,18969.4,18604.3,20014.6,,21111.5,21373.4,19862.6,21312.6,23396.8,26593,26882.8,26825.1,27768.7,27601.9,27358.5,27198,26842.5,26814,26405.6,27079.5,26732.3,22932.1,22240.5,20497.3,19302.9,573719.9
13/07/2020,19142.8,21305.5,21865.5,,20837.8,21005,20072.8,20545.1,23008.8,27132.2,27969.8,28992.1,30580.2,31328.2,31151.2,30140.5,29626,29077.8,27197.4,27439.4,26942.2,22205,21658.1,19967.3,20268.3,599459
12/07/2020,20133.4,21241.4,21850.1,,22458.2,22492.6,22294.9,22564.6,22650,23841.4,25778.7,29130.4,31019.8,32045.8,32299.4,31602.5,29764.5,26697.8,23085.1,21116.1,19936.4,19824.7,19735.8,19425.8,18863.6,579853
11/07/2020,19346.5,18998.8,19758.5,,20614.1,20496.8,20416,21380.7,21342,22165.1,23156.5,24148.5,25539.4,25126.1,25745,25426.6,25627.9,24895.9,24222.2,22866.9,22361.6,21233.8,20419.8,18689.6,18715.6,532693.9
10/07/2020,19895.2,19714.2,20036.2,,20255.1,20198.5,20546.6,21666.2,24018.1,26713.8,26857.7,27174.1,27266,26719.7,26045.8,26130.7,26452.3,25484.2,25324,25151.6,24533.2,21397.9,20652.7,19693.6,19111.4,561038.8
09/07/2020,19002.6,19557.7,19154.1,,20379.2,20020.2,19634.3,20869.6,22030.9,26168,26950.1,27456.8,27424.4,26689.3,25926.5,26468.1,26446.8,26455,26252.7,25601.9,24986.6,21749.8,21381,19760.2,20035.2,560401
08/07/2020,16946.4,17616.2,18634.6,,18416.7,18392.3,19245.5,20687.4,23112.3,25759,26149,26406.8,26592.1,26502.2,26299.6,25964.5,25948.5,26451.7,26321.3,26006.3,25860.5,22922.3,22646.3,21126.7,19475,553483.2
07/07/2020,21930.3,22358.8,23070.8,,23554.4,23556.2,23073.6,24824.6,26814.8,30402.7,31058.8,31756.3,33709.6,34345.5,33807,34292.8,33395.4,32060.7,30351.9,29881.1,29644.6,26191.2,25445,24434.1,22599,672559.2
06/07/2020,23782.4,24877.1,24520.9,,24948.4,24783.6,24821.4,26141.8,26715.4,29962.3,31193.9,31824.3,31761,33091.9,33633.4,33614.3,32723.2,32147.1,30758.5,28852.6,27002.8,23742.5,23329.2,23329.2,22024.3,669581.5
05/07/2020,24000.4,24340.4,24474.6,,24304.1,24361.7,24276.5,25046.4,25081.2,25367.5,26115.9,28896.4,29710.8,30111.7,30362.6,30325.6,29229.1,27814,27129.7,26537.5,26131.8,25597.4,25130.3,24476.5,24977.7,633799.8
04/07/2020,21355.2,22176.2,22024.8,,23330.7,23385.1,22823.6,23853.5,23806,25061.2,26030.6,29518.4,30560,31714.6,31204.8,31444.7,29932.8,27046.9,24857.4,24895.8,24368.3,22801,22951.7,22442.6,21953.3,609539.2
03/07/2020,19191,19962.4,19762.1,,20621.7,20914.1,21215.2,21666.3,24379.6,27918,27128.1,27383.4,27540.6,28325.7,28986.4,29499.6,30076.3,30009.7,27194.4,26144.5,26525.1,22332.7,21712.8,21009.8,20842.4,590341.9
02/07/2020,16535.6,16415.7,16766,,18008.1,17911.5,17596.4,18427.7,22072.3,24616.9,25253.4,25319,25262.7,25851.1,25077.1,24847.8,24444.2,24932.7,24975.4,24444.4,24435.8,21288,20242.3,19154.3,18420.1,522298.5
01/07/2020,19249.8,20237.5,20063.2,,20053.2,20138.1,19916,20412.3,23331.8,26711.8,24326.3,26517,28720.1,29780.8,30431.6,29757.1,28131.1,25850.8,25507,25417.5,25175.1,21727.1,20984.6,19477.5,18148,570065.3
30/06/2020,23910.6,25484.3,24983.6,,25234,25141.2,25260.3,25700.8,27717.9,29741,31521.1,32168.9,32844.7,33156,33200.7,32762.8,32733.3,31462.5,30349.9,28678,28642.8,24381.6,23869.8,24154,22534.7,675634.5
29/06/2020,23576.3,24745.8,24965.5,,25094.3,25126.6,24701.2,24188.4,26688,29774.4,30133.4,30107,29830.6,30533.7,31270.6,32284.6,31516.2,30398.4,28624.2,27958.1,27955.1,24332.2,23939.3,23038.7,22850,653632.6
28/06/2020,24922.8,26268.3,25893.2,,26071.2,25613.2,25523.7,26008.2,26546.8,28460.3,29414.6,30790.5,32570.3,34012.1,34583.7,33932.6,32368.4,30707,30022,28524.3,27085.5,24878.9,24913.7,24162.7,24212,677486
27/06/2020,21615,22523.8,22268.8,,21602.4,21496.1,21779.8,23150.2,23065,25755,28029,30464.8,32096.2,33521.9,33453.6,32888.7,31876.9,29884.4,27939.1,26094.7,25141.5,22812.1,22143.1,21935.9,22154.2,623692.2
26/06/2020,22255.4,22077.9,21605.6,,22908.4,22759.9,22648.1,23740,26062.1,30377.7,31391.8,35655.8,38253.8,39286.7,39358.9,37914.1,35385.7,31836.6,31395.3,30503.6,29186.8,24412.4,23957.7,22025,20884,685883.3
25/06/2020,22939.7,23085.1,22965.2,,23777.7,23602.4,22559.3,23351.5,24160.7,28293.6,29530.6,32913.5,35453.6,36531.4,36416.8,35727.3,34058.4,31781.8,29128.3,27835.8,26993.9,23022.6,23122.4,22887.5,22881.7,663020.8
24/06/2020,24545,24140.3,24619.5,,24730.8,24710.4,25638.3,26690.3,28936.7,31569.7,32404.8,35495.4,37676.9,39081.9,39170.4,37835.9,35784.6,33468.9,31235.9,30138.2,29239.1,27451.4,26327.1,25739.1,25787.6,722418.2
23/06/2020,23674.2,24682.2,26056.3,,26566.5,25755.1,24774.8,25582.5,29169.7,32252.2,33443,35940,38345.1,40124.3,40577.5,40163.1,38180.6,34788,32398.3,31143.2,30639.6,27599.2,26746,25390.5,25280.6,739272.5
22/06/2020,23325.6,25120.4,25495.2,,25679.6,24893.9,24046.3,24016.6,26036.9,29949.7,31340.3,32589.3,33560.3,35246,36092,35590.2,34756,33096.1,31062.4,29671.2,29299.8,25361.5,24686.5,23578.2,23004.7,687498.7
21/06/2020,23288,24189.6,24721,,26506.8,26321.7,26301.1,26834.6,26528.4,29045.8,30819.1,33831.9,35723.4,37143.4,37543.2,36407.9,34651,31337.4,29671.5,29310.3,26286.2,25208,24841.5,24073,23028.8,693613.6
20/06/2020,23477.8,24378.7,25282.8,,26900.1,26559.2,26626.9,26469.5,26518.7,29271.2,30533.8,32243.7,33688.4,35445.8,35930.8,34704,33041.5,31816.3,30893.9,30081.5,28050.2,25004.1,25181.3,24851.5,24234.4,691186.1
19/06/2020,24680.2,24575.2,25197.6,,26714.9,26345.5,25865.3,26889.8,29163.2,31951.5,31937.5,32608.6,33101.2,33093,32759.9,33044.1,33224.6,33770.4,32827.6,32156.5,31442,27306.2,26780.4,25883.1,25693.6,707011.9
18/06/2020,22088,22667,23673.8,,24048.3,24043,23879.1,24295.6,26221.7,30044,29908.8,30483.1,30875.2,31002.5,30331.8,30719.2,30659.7,30946.7,30383.2,29677.4,29510.3,25783.8,24960.1,24085.5,23299.5,653587.3
17/06/2020,25794.7,26661.7,27393.9,,27383.1,27388,27985.7,27561.3,28989.7,33113.7,33401.4,34324.5,34385.3,35389.9,35488,35264.4,34056.9,33495,31925.8,31655.8,31606.7,27165.5,26229.4,24281.8,24260.2,725202.4
16/06/2020,17525,19424.9,18742.1,,18646.8,18710.6,18620.4,21240.8,22390.8,24630.9,24757.7,24686.4,25913.3,25903.4,25893,25721,26537,26334.1,25395.4,24263.4,24444.1,20531.3,20071.3,19037.3,18853.2,538274.2
15/06/2020,27851.3,28077.6,28541,,28361.8,28000.3,26893.5,25360.5,26736.6,29126.1,29510.7,29356.1,30037.4,30252.6,30835.2,30178.9,29863.6,29327.7,29894.3,29341.2,28883.6,26130.8,25057.9,24484.1,24086.1,676188.9
14/06/2020,20817.5,20749.3,20795,,20863.8,20428.4,20257,19509.4,19759.5,21451.8,22389.6,22891.7,23868.4,23928.7,23211.6,22549.9,21975.1,21727.5,22064.8,21635.5,19947.1,18010.3,17638.6,16964.1,18396.8,501831.4
13/06/2020,21398.7,21815.1,22302.3,,22229.1,22005.4,22064.7,22827.5,23281.6,24438.6,26472.2,29823.7,32032.7,33400.1,33435.3,32795.8,30543.7,26673.3,24016.2,23802.8,21720.1,21019.5,20655.6,20107.5,20473,599334.5
12/06/2020,21996.1,22612.7,22181,,22415.3,22061.6,22017,21093.9,20974.2,27383.5,28764.9,31492.7,34255.4,36222.7,37299.1,36962.1,35165.1,32369,30504.2,28889.6,27984.1,22951,22361,22639.6,23144.7,653740.5
11/06/2020,18901,20701.2,21171.5,,21490.4,21130.1,20929.7,20772.7,18512.9,22402.5,22937.8,23715.7,24538.9,25556.2,26875.1,27399.8,27154.3,28022.2,26239.2,23664.1,22899,20282.1,19833,19615.4,20157.9,544902.7
10/06/2020,20118.5,21446.9,23133.7,,22941.4,22788.3,21744,21854.9,23647.5,28622.9,29426.5,29986.6,30220.6,29704.7,28917.1,28649.6,27803.8,27612.5,27894.4,27366.4,26644.5,22703.4,20628.8,20264.4,20870.5,604991.9
